Source Port,Destination Port,Protocol,Flow Duration,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward
42242,443,6,142820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42238,443,6,189539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42240,443,6,142826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42246,443,6,23822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,22,20
42244,443,6,187835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42254,443,6,142291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42252,443,6,143701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42250,443,6,196404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42248,443,6,142241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42264,443,6,224404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42262,443,6,143577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42260,443,6,267407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,53,20
42258,443,6,149954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42256,443,6,190688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42274,443,6,118946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42274,443,6,23623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,27,20
42272,443,6,148237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42270,443,6,142601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42268,443,6,190581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42266,443,6,144000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42276,443,6,142239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42284,443,6,143462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42282,443,6,186148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42280,443,6,142726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42278,443,6,141542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,25,20
42292,443,6,109618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42286,443,6,188543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42294,443,6,141771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42290,443,6,216108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42288,443,6,198167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42296,443,6,129383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,24,20
42302,443,6,123065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,24,20
42300,443,6,141527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42298,443,6,142160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42304,443,6,197510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42312,443,6,143658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42310,443,6,197458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42308,443,6,187013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42306,443,6,142868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42320,443,6,153015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42318,443,6,82618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42314,443,6,143452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42320,443,6,24058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,26,20
42316,443,6,198395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42326,443,6,118945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42324,443,6,142273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42322,443,6,142936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42332,443,6,142803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42330,443,6,187656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42328,443,6,143460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42326,443,6,23445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,22,20
42338,443,6,118468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42334,443,6,142724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42336,443,6,142270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42346,443,6,122968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42344,443,6,142478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42342,443,6,143531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42340,443,6,142245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42352,443,6,118879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42354,443,6,118011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42356,443,6,143745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42354,443,6,23739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,24,20
42352,443,6,23395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,23,20
42350,443,6,142170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42348,443,6,143016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42360,443,6,35739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,28960,1,32
42364,443,6,313728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42366,443,6,118733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42366,443,6,23638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,26,20
42362,443,6,143395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,25,20
42358,443,6,188834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42374,443,6,143901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42372,443,6,142310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42368,443,6,142471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42370,443,6,143392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42380,443,6,142776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42378,443,6,189269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42376,443,6,142761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42384,443,6,142255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42382,443,6,188499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42392,443,6,118899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42390,443,6,186555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42388,443,6,196173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42386,443,6,143040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42394,443,6,126748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42398,443,6,142635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42396,443,6,142665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42400,443,6,143050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42406,443,6,142709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42404,443,6,144905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42402,443,6,143357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42408,443,6,142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42416,443,6,196534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42414,443,6,142928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42412,443,6,123402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42410,443,6,142731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42418,443,6,127510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42426,443,6,142497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42424,443,6,186963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42422,443,6,197861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42420,443,6,142760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42418,443,6,23498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,24,20
42434,443,6,142790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42432,443,6,194123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42430,443,6,142819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42428,443,6,186407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42438,443,6,143033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42436,443,6,195544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42442,443,6,142215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42440,443,6,142395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,25,20
42448,443,6,142742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42450,443,6,122673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,25,20
42446,443,6,187038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42444,443,6,142470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
39342,443,6,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,-1,0,32
57100,465,6,2198477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,175,12,32
57100,465,6,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,-1,0,32
50084,80,6,50486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,119,0,32
50094,80,6,51273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,141,0,32
50096,80,6,50722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,127,0,32
45544,80,6,50641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,110,0,32
55786,80,6,51022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,110,0,32
58870,80,6,51245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,110,0,32
49324,80,6,50534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654,325,0,32
41514,80,6,50884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,110,0,32
38682,80,6,50408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,110,0,32
50276,80,6,83784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,114,0,32
42970,80,6,50905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,110,0,32
44290,80,6,46728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,75,0,32
38054,80,6,50833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,153,0,32
39960,80,6,50448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,110,0,32
47851,443,6,116606690,172370.0,166172.922,289872.0,54868.0,58100000.0,140678.187,58200000.0,58000000.0,29200,34,17,20
123,123,17,91190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
123,123,17,84776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
51944,443,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,-1,0,32
137,137,17,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,12,20
12886,53,17,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
33063,53,17,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
55975,53,17,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
52990,53,17,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
46646,53,17,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
23203,53,17,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
20147,53,17,25399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
22398,53,17,25871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
41305,53,17,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
6937,53,17,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
31924,53,17,61438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
55785,53,17,61664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
57952,53,17,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
15468,53,17,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
20382,53,17,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
20794,53,17,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
35450,53,17,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
1945,53,17,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
63262,53,17,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
19340,53,17,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
25570,53,17,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
28280,53,17,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
47647,53,17,24629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,40
14250,53,17,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
5151,53,17,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
25323,53,17,60398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,40
56789,53,17,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
22210,53,17,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
7077,53,17,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
48397,53,17,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
38595,53,17,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
55769,53,17,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
35988,53,17,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
52096,53,17,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
41329,53,17,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
45041,53,17,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
56501,443,6,3520858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,228,2,32
56501,443,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,1,20
45228,80,6,4024829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
42102,443,6,5006404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,301,0,32
45222,80,6,4942446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,276,0,32
42101,443,6,5080229,50142.0,0.0,50142.0,50142.0,5030086.0,0.0,5030086.0,5030086.0,277,268,0,32
45231,80,6,4910442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
45229,80,6,4920527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
42105,443,6,4984505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,284,0,32
42104,443,6,4984564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,284,0,32
45228,80,6,49920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
42101,443,6,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,-1,0,32
42102,443,6,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,-1,0,32
42104,443,6,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,-1,0,32
42105,443,6,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,-1,0,32
45231,80,6,50075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
45229,80,6,49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,255,0,32
45222,80,6,50133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,276,0,32
33856,465,6,1804148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,175,12,32
33856,465,6,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,-1,0,32
51895,443,6,63874054,61862.5,116.6726189,61945.0,61780.0,31900000.0,37000000.0,58000000.0,5737463.0,1323,225,3,32
42170,443,6,4522563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5130,127,2,32
42170,443,6,1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,20
57762,443,6,4522242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316,287,2,32
57764,443,6,4521670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,309,2,32
57764,443,6,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20
57762,443,6,872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,20
123,123,17,94224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
123,123,17,37212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
38355,80,6,116038005,67116.18182,101863.4844,374246.0,36283.0,10000000.0,5857.251324,10000000.0,9997362.0,29200,349,2,32
40295,443,6,116228748,65289.08333,98235.42111,377228.0,36734.0,9620439.833,1351375.153,10000000.0,5329274.0,29200,562,5,32
36114,443,6,115799649,54158.25,61413.52299,249172.0,36262.0,9595812.25,1434095.006,10000000.0,5041971.0,29200,377,6,32
5733,53,17,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
54010,53,17,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
45188,53,17,50937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
59737,53,17,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
11408,53,17,50659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
23873,53,17,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
39941,53,17,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
21883,53,17,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
64008,53,17,101128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
27047,53,17,51047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
53527,443,6,271374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,130,0,32
53528,443,6,269365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,130,0,32
53526,443,6,263653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,130,0,32
53524,443,6,269882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,130,0,32
123,123,17,63021198,23401.0,0.0,23401.0,23401.0,63000000.0,0.0,63000000.0,63000000.0,-1,-1,1,32
61286,53,17,113789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
53530,389,6,115791754,20311.0,0.0,20311.0,20311.0,116000000.0,0.0,116000000.0,116000000.0,65535,0,10,32
53529,3268,6,115812212,19638.0,0.0,19638.0,19638.0,116000000.0,0.0,116000000.0,116000000.0,65535,0,10,32
53531,443,6,29841695,359260.0,0.0,359260.0,359260.0,29500000.0,0.0,29500000.0,29500000.0,65535,142,14,20
61539,53,17,23537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61522,53,17,24759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
61739,53,17,60609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62293,53,17,23405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62405,53,17,120792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61381,53,17,59914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60109,53,17,76881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62316,53,17,71933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62049,53,17,77608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60602,53,17,82493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62501,53,17,225547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62538,53,17,63195130,52256.0,0.0,52256.0,52256.0,62800000.0,0.0,62800000.0,62800000.0,-1,-1,1,20
60047,53,17,60069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62386,53,17,23604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
61867,53,17,23441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
60857,53,17,48481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
60094,53,17,71392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
60698,53,17,63041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62132,53,17,136471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
61323,53,17,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
60347,53,17,47962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62077,53,17,23143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62515,53,17,23424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61475,53,17,49477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62046,53,17,123543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61462,53,17,48750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62196,53,17,122269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61064,53,17,98492066,1101027.0,0.0,1101027.0,1101027.0,97300000.0,0.0,97300000.0,97300000.0,-1,-1,2,20
61663,53,17,23285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
61801,53,17,23032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
60223,53,17,49777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62042,53,17,110695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61859,53,17,47993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62066,53,17,83410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60550,53,17,23520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60779,53,17,23306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60922,53,17,23689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
61921,53,17,6839562,66714.0,0.0,66714.0,66714.0,6749583.0,0.0,6749583.0,6749583.0,-1,-1,1,20
62105,53,17,23457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62186,53,17,25931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
62226,53,17,60440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62301,53,17,46421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
62343,53,17,46385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
61242,53,17,60198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,20
60788,53,17,92446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,32
