Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-41294-80-6,172.16.0.1,41294,81.110.176.111,80,6,5/7/2017 11:18,4077083,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490546795,4077083.0,0.0,4077083.0,4077083.0,4077083.0,4077083.0,0.0,4077083.0,4077083.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.490546795,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-43112-80-6,172.16.0.1,43112,139.90.116.209,80,6,5/7/2017 11:18,11607805,7,4,433.0,11632.0,433.0,0.0,61.85714286,163.6586168,11632.0,0.0,2908.0,5816.0,1039.386861,0.947638249,1160780.5,2475098.995,6601929.0,0.0,6605438.0,1100906.333,2696211.993,6604526.0,0.0,11600000.0,3869254.0,3443977.536,6601929.0,848.0,0,0,0,0,232,136,0.603042522,0.344595727,0.0,11632.0,1005.416667,3348.820157,11200000.0,0,0,0,1,0,0,0,0,0.0,1096.818182,61.85714286,2908.0,232,0,0,0,0,0,0,7,433,4,11632,29200,235,1,32,891.0,0.0,891.0,891.0,6601929.0,0.0,6601929.0,6601929.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41824-80-6,172.16.0.1,41824,224.210.146.188,80,6,5/7/2017 11:18,107684892,2,1,489.0,6.0,489.0,0.0,244.5,345.775216,6.0,6.0,6.0,0.0,4.596745103,0.027859061,53800000.0,76100000.0,108000000.0,45.0,108000000.0,108000000.0,0.0,108000000.0,108000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,0.018572707,0.009286354,0.0,489.0,123.75,243.5164266,59300.25,0,0,0,0,1,0,0,0,0.0,165.0,244.5,6.0,64,0,0,0,0,0,0,2,489,1,6,284,0,1,32,0.0,0.0,0.0,0.0,108000000.0,0.0,108000000.0,108000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-59476-80-6,172.16.0.1,59476,13.74.179.54,80,6,5/7/2017 11:10,18557077,10,7,1624.0,11632.0,406.0,0.0,162.4,209.6574985,4344.0,0.0,1661.714286,1765.027452,714.3366383,0.916092551,1159817.313,3324187.51,12700000.0,1.0,13600000.0,1506668.556,4212739.592,12700000.0,1.0,18600000.0,3092835.0,5105930.962,12700000.0,14.0,0,0,0,0,328,232,0.538877971,0.37721458,0.0,4344.0,736.4444444,1304.2471,1701060.497,0,0,0,1,0,0,0,0,0.0,779.7647059,162.4,1661.714286,328,0,0,0,0,0,0,10,1624,7,11632,29200,235,4,32,825349.0,0.0,825349.0,825349.0,12700000.0,0.0,12700000.0,12700000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41550-80-6,172.16.0.1,41550,130.9.8.6,80,6,5/7/2017 11:18,8432355,8,4,302.0,11632.0,302.0,0.0,37.75,106.773124,10184.0,0.0,2908.0,4898.459077,1415.262996,1.423089991,766577.7273,1771965.126,5299648.0,45.0,8432355.0,1204622.143,2150695.592,5304185.0,181.0,5300578.0,1766859.333,3059484.743,5299648.0,195.0,0,0,0,0,264,136,0.948726661,0.47436333,0.0,10184.0,918.0,2812.862599,7912196.0,0,0,0,1,0,0,0,0,0.0,994.5,37.75,2908.0,264,0,0,0,0,0,0,8,302,4,11632,29200,235,1,32,780.0,0.0,780.0,780.0,5299648.0,0.0,5299648.0,5299648.0,DoS GoldenEye
172.16.0.1-192.168.10.50-43248-80-6,172.16.0.1,43248,151.207.144.36,80,6,5/7/2017 11:18,8915644,10,4,1928.0,3525.0,482.0,0.0,192.8,248.9037297,3525.0,0.0,881.25,1762.5,611.6215497,1.570273555,685818.7692,1419089.962,5001536.0,111.0,3914108.0,434900.8889,667367.784,2003991.0,271.0,5912857.0,1970952.333,2648623.463,5003234.0,109620.0,0,0,0,0,344,136,1.121623968,0.448649587,0.0,3525.0,363.5333333,901.2916816,812326.6952,0,0,0,1,0,0,0,0,0.0,389.5,192.8,881.25,344,0,0,0,0,0,0,10,1928,4,3525,29200,235,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-34764-80-6,172.16.0.1,34764,49.231.29.214,80,6,5/7/2017 11:12,11273973,7,4,897.0,3525.0,299.0,0.0,128.1428571,159.8222227,3525.0,0.0,881.25,1762.5,392.2308489,0.975698629,1127397.3,2278179.008,5857833.0,69.0,6271759.0,1045293.167,2360179.631,5858607.0,384.0,11300000.0,3757968.0,2928371.526,5857833.0,412761.0,0,0,0,0,232,136,0.620899128,0.354799501,0.0,3525.0,368.5,1002.91942,1005847.364,0,0,0,1,0,0,0,0,0.0,402.0,128.1428571,881.25,232,0,0,0,0,0,0,7,897,4,3525,29200,235,3,32,412830.0,0.0,412830.0,412830.0,5857833.0,0.0,5857833.0,5857833.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41514-80-6,172.16.0.1,41514,105.33.183.50,80,6,5/7/2017 11:18,9466678,9,3,566.0,11632.0,566.0,0.0,62.88888889,188.6666667,11632.0,0.0,3877.333333,6715.738331,1288.519584,1.267604116,860607.0909,2034020.437,6270762.0,32.0,9466678.0,1183334.75,2339920.287,6271508.0,197.0,6271685.0,3135842.5,4433445.674,6270762.0,923.0,0,0,0,0,296,104,0.950703087,0.316901029,0.0,11632.0,938.3076923,3216.860565,10300000.0,0,0,0,1,0,0,0,0,0.0,1016.5,62.88888889,3877.333333,296,0,0,0,0,0,0,9,566,3,11632,29200,236,1,32,955.0,0.0,955.0,955.0,6270762.0,0.0,6270762.0,6270762.0,DoS GoldenEye
172.16.0.1-192.168.10.50-59612-80-6,172.16.0.1,59612,72.143.246.157,80,6,5/7/2017 11:10,17534135,5,5,320.0,3525.0,320.0,0.0,64.0,143.1083506,2077.0,0.0,705.0,990.6447396,219.2865516,0.570316129,1948237.222,4299538.452,12500000.0,49.0,12500000.0,3133595.0,6266484.007,12500000.0,49.0,17500000.0,4383520.25,5921739.118,12500000.0,192.0,0,0,0,0,168,168,0.285158065,0.285158065,0.0,2077.0,349.5454545,718.9597156,516903.0727,0,0,0,1,0,0,0,0,1.0,384.5,64.0,705.0,168,0,0,0,0,0,0,5,320,5,3525,29200,235,1,32,867.0,0.0,867.0,867.0,12500000.0,0.0,12500000.0,12500000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41846-80-6,172.16.0.1,41846,88.131.209.137,80,6,5/7/2017 11:18,107682642,2,1,295.0,6.0,295.0,0.0,147.5,208.5965005,6.0,6.0,6.0,0.0,2.795250882,0.027859643,53800000.0,76100000.0,108000000.0,43.0,108000000.0,108000000.0,0.0,108000000.0,108000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,0.018573096,0.009286548,0.0,295.0,75.25,146.5273012,21470.25,0,0,0,0,1,0,0,0,0.0,100.3333333,147.5,6.0,64,0,0,0,0,0,0,2,295,1,6,410,0,1,32,0.0,0.0,0.0,0.0,108000000.0,0.0,108000000.0,108000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-36410-80-6,172.16.0.1,36410,191.19.144.17,80,6,5/7/2017 11:12,11853878,8,5,301.0,11632.0,301.0,0.0,37.625,106.4195706,5840.0,0.0,2326.4,3185.599598,1006.674778,1.096687514,987823.1667,2339318.192,6848332.0,1.0,6853240.0,979034.2857,2589431.988,6851314.0,1.0,11900000.0,2963445.25,3503148.625,6848332.0,66.0,0,0,0,0,264,168,0.674884624,0.42180289,0.0,5840.0,852.3571429,2104.432816,4428637.478,0,0,0,1,0,0,0,0,0.0,917.9230769,37.625,2326.4,264,0,0,0,0,0,0,8,301,5,11632,29200,235,1,32,1029.0,0.0,1029.0,1029.0,6848332.0,0.0,6848332.0,6848332.0,DoS GoldenEye
172.16.0.1-192.168.10.50-38240-80-6,172.16.0.1,38240,205.166.91.248,80,6,5/7/2017 11:13,5006202,7,5,476.0,11632.0,476.0,0.0,68.0,179.9110892,5840.0,0.0,2326.4,3185.599598,2418.599969,2.397026728,455109.2727,1508208.871,5002530.0,33.0,3672.0,612.0,705.5936508,2027.0,235.0,5006140.0,1251535.0,2502000.019,5004535.0,124.0,0,0,0,0,232,168,1.398265591,0.998761137,0.0,5840.0,931.3846154,2171.831698,4716852.923,0,0,0,1,0,0,0,0,0.0,1009.0,68.0,2326.4,232,0,0,0,0,0,0,7,476,5,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-39618-80-6,172.16.0.1,39618,48.89.9.58,80,6,5/7/2017 11:17,5008013,7,7,345.0,11632.0,345.0,0.0,49.28571429,130.3977432,5792.0,0.0,1661.714286,2421.691813,2391.567274,2.7955199,385231.7692,1387625.752,5003529.0,48.0,4484.0,747.3333333,890.4038784,2449.0,208.0,5007883.0,834647.1667,2042968.172,5004838.0,48.0,0,0,0,0,232,232,1.39775995,1.39775995,0.0,5792.0,798.4666667,1794.284532,3219456.981,0,0,0,1,0,0,0,0,1.0,855.5,49.28571429,1661.714286,232,0,0,0,0,0,0,7,345,7,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41120-80-6,172.16.0.1,41120,237.208.187.40,80,6,5/7/2017 11:17,9523140,5,4,382.0,3525.0,382.0,0.0,76.4,170.8355935,3525.0,0.0,881.25,1762.5,410.2638415,0.945066438,1190392.5,2207434.096,5004143.0,75.0,4518997.0,1129749.25,2258761.839,4517892.0,236.0,9523065.0,3174355.0,2759126.772,5005094.0,872.0,0,0,0,0,168,136,0.52503691,0.420029528,0.0,3525.0,390.7,1107.804841,1227231.567,0,0,0,1,0,0,0,0,0.0,434.1111111,76.4,881.25,168,0,0,0,0,0,0,5,382,4,3525,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-33858-80-6,172.16.0.1,33858,64.60.178.139,80,6,5/7/2017 11:12,115172311,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017365285,115000000.0,0.0,115000000.0,115000000.0,115000000.0,115000000.0,0.0,115000000.0,115000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.017365285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,115000000.0,0.0,115000000.0,115000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-36022-80-6,172.16.0.1,36022,40.58.109.17,80,6,5/7/2017 11:12,5008207,8,7,319.0,11632.0,319.0,0.0,39.875,112.7835316,5792.0,0.0,1661.714286,2124.411582,2386.283155,2.995083869,357729.0714,1335335.162,4997209.0,2.0,10998.0,1571.142857,2435.188318,5998.0,2.0,5007879.0,834646.5,2042355.93,5003587.0,47.0,0,0,0,0,264,232,1.597378064,1.397705806,0.0,5792.0,746.9375,1582.88595,2505527.929,0,0,0,1,0,0,0,0,0.0,796.7333333,39.875,1661.714286,264,0,0,0,0,0,0,8,319,7,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-36456-80-6,172.16.0.1,36456,236.140.52.200,80,6,5/7/2017 11:12,11865103,7,4,442.0,11632.0,442.0,0.0,63.14285714,167.0602971,11632.0,0.0,2908.0,5816.0,1017.606,0.927088454,1186510.3,2538638.147,6863752.0,3.0,6868192.0,1144698.667,2803092.398,6866487.0,3.0,11900000.0,3955009.333,3549013.655,6863752.0,656.0,0,0,0,0,232,136,0.58996538,0.337123074,0.0,11632.0,1006.166667,3348.68131,11200000.0,0,0,0,1,0,0,0,0,0.0,1097.636364,63.14285714,2908.0,232,0,0,0,0,0,0,7,442,4,11632,29200,235,1,32,731.0,0.0,731.0,731.0,6863752.0,0.0,6863752.0,6863752.0,DoS GoldenEye
172.16.0.1-192.168.10.50-37960-80-6,172.16.0.1,37960,139.86.246.41,80,6,5/7/2017 11:13,1133937,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.763766417,1133937.0,0.0,1133937.0,1133937.0,1133937.0,1133937.0,0.0,1133937.0,1133937.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1.763766417,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,296,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-59966-80-6,172.16.0.1,59966,219.255.50.120,80,6,5/7/2017 11:10,18582216,9,6,547.0,11632.0,547.0,0.0,60.77777778,182.3333333,5792.0,0.0,1938.666667,2544.918912,655.4116043,0.807223423,1327301.143,3504363.103,12600000.0,1.0,13600000.0,1698016.25,4412554.692,12600000.0,1.0,17600000.0,3516940.8,5511197.323,12600000.0,13.0,0,0,0,0,304,200,0.484334054,0.322889369,0.0,5792.0,761.1875,1750.473049,3064155.896,0,0,0,1,0,0,0,0,0.0,811.9333333,60.77777778,1938.666667,304,0,0,0,0,0,0,9,547,6,11632,29200,235,1,32,998824.0,0.0,998824.0,998824.0,12600000.0,0.0,12600000.0,12600000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-36754-80-6,172.16.0.1,36754,11.252.36.140,80,6,5/7/2017 11:13,42016717,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047600102,42000000.0,0.0,42000000.0,42000000.0,42000000.0,42000000.0,0.0,42000000.0,42000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.047600102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,42000000.0,0.0,42000000.0,42000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-40588-80-6,172.16.0.1,40588,6.17.167.178,80,6,5/7/2017 11:17,10468289,8,4,368.0,11632.0,368.0,0.0,46.0,130.1076477,11632.0,0.0,2908.0,5816.0,1146.319136,1.146319136,951662.6364,2119205.24,5466888.0,3.0,5469717.0,781388.1429,2066505.02,5467781.0,3.0,10500000.0,3489414.0,3030243.814,5466888.0,762.0,0,0,0,0,264,136,0.764212757,0.382106379,0.0,11632.0,923.0769231,3219.238069,10400000.0,0,0,0,1,0,0,0,0,0.0,1000.0,46.0,2908.0,264,0,0,0,0,0,0,8,368,4,11632,29200,235,1,32,809.0,0.0,809.0,809.0,5466888.0,0.0,5466888.0,5466888.0,DoS GoldenEye
172.16.0.1-192.168.10.50-37068-80-6,172.16.0.1,37068,224.39.214.97,80,6,5/7/2017 11:13,35009417,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057127487,35000000.0,0.0,35000000.0,35000000.0,35000000.0,35000000.0,0.0,35000000.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.057127487,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,284,-1,0,32,0.0,0.0,0.0,0.0,35000000.0,0.0,35000000.0,35000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-37818-80-6,172.16.0.1,37818,24.206.177.169,80,6,5/7/2017 11:13,18463247,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108323308,18500000.0,0.0,18500000.0,18500000.0,18500000.0,18500000.0,0.0,18500000.0,18500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.108323308,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,18500000.0,0.0,18500000.0,18500000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-34190-80-6,172.16.0.1,34190,119.43.224.118,80,6,5/7/2017 11:12,107860625,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018542448,108000000.0,0.0,108000000.0,108000000.0,108000000.0,108000000.0,0.0,108000000.0,108000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.018542448,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,108000000.0,0.0,108000000.0,108000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-35442-80-6,172.16.0.1,35442,144.106.172.52,80,6,5/7/2017 11:12,78986627,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025320742,79000000.0,0.0,79000000.0,79000000.0,79000000.0,79000000.0,0.0,79000000.0,79000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.025320742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,79000000.0,0.0,79000000.0,79000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-42724-80-6,172.16.0.1,42724,125.217.247.28,80,6,5/7/2017 11:18,11673160,8,5,262.0,11632.0,262.0,0.0,32.75,92.63098834,7288.0,0.0,2326.4,3351.290617,1018.918613,1.11366588,972763.3333,2298676.61,6670559.0,57.0,6674969.0,953567.0,2522198.695,6673376.0,193.0,11700000.0,2918275.75,3437459.693,6670559.0,161.0,0,0,0,0,264,168,0.685332849,0.428333031,0.0,7288.0,849.5714286,2182.960612,4765317.033,0,0,0,1,0,0,0,0,0.0,914.9230769,32.75,2326.4,264,0,0,0,0,0,0,8,262,5,11632,29200,235,1,32,704.0,0.0,704.0,704.0,6670559.0,0.0,6670559.0,6670559.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41228-80-6,172.16.0.1,41228,154.99.124.208,80,6,5/7/2017 11:17,11354252,6,4,359.0,3525.0,359.0,0.0,59.83333333,146.5611363,3525.0,0.0,881.25,1762.5,342.0744933,0.880727326,1261583.556,2245295.585,5352010.0,115.0,6352676.0,1270535.2,2323009.325,5353635.0,236.0,10400000.0,3452150.0,2993918.448,5352010.0,931.0,0,0,0,0,208,136,0.528436395,0.35229093,0.0,3525.0,353.0909091,1057.501816,1118310.091,0,0,0,1,0,0,0,0,0.0,388.4,59.83333333,881.25,208,0,0,0,0,0,0,6,359,4,3525,29200,235,1,32,998733.0,0.0,998733.0,998733.0,5352010.0,0.0,5352010.0,5352010.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41818-80-6,172.16.0.1,41818,74.29.220.194,80,6,5/7/2017 11:18,107692456,2,1,377.0,6.0,377.0,0.0,188.5,266.5792565,6.0,6.0,6.0,0.0,3.556423674,0.027857104,53800000.0,76200000.0,108000000.0,43.0,108000000.0,108000000.0,0.0,108000000.0,108000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,20,0.018571403,0.009285701,0.0,377.0,95.75,187.5213321,35164.25,0,0,0,0,1,0,0,0,0.0,127.6666667,188.5,6.0,64,0,0,0,0,0,0,2,377,1,6,410,0,1,32,0.0,0.0,0.0,0.0,108000000.0,0.0,108000000.0,108000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-59986-80-6,172.16.0.1,59986,40.158.64.205,80,6,5/7/2017 11:10,17606107,5,4,423.0,3525.0,423.0,0.0,84.6,189.1713509,3525.0,0.0,881.25,1762.5,224.240373,0.511186261,2200763.375,4551569.128,12600000.0,3.0,12600000.0,3151653.25,6302917.172,12600000.0,3.0,17600000.0,5868686.667,6344119.367,12600000.0,613.0,0,0,0,0,168,136,0.283992367,0.227193894,0.0,3525.0,394.8,1107.844935,1227320.4,0,0,0,1,0,0,0,0,0.0,438.6666667,84.6,881.25,168,0,0,0,0,0,0,5,423,4,3525,29200,235,1,32,660.0,0.0,660.0,660.0,12600000.0,0.0,12600000.0,12600000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-32854-80-6,172.16.0.1,32854,217.152.192.202,80,6,5/7/2017 11:11,11676193,9,6,396.0,11632.0,396.0,0.0,44.0,132.0,4392.0,0.0,1938.666667,2190.718847,1030.130283,1.284665301,834013.7857,1930394.222,5673304.0,16.0,6676514.0,834564.25,1986441.47,5674082.0,209.0,10700000.0,2135369.0,2932673.721,5673304.0,16.0,0,0,0,0,304,200,0.770799181,0.513866121,0.0,4392.0,751.75,1584.541637,2510772.2,0,0,0,1,0,0,0,0,0.0,801.8666667,44.0,1938.666667,304,0,0,0,0,0,0,9,396,6,11632,29200,235,1,32,1001332.0,0.0,1001332.0,1001332.0,5673304.0,0.0,5673304.0,5673304.0,DoS GoldenEye
172.16.0.1-192.168.10.50-37214-80-6,172.16.0.1,37214,218.175.154.31,80,6,5/7/2017 11:13,9454101,4,5,327.0,3525.0,327.0,0.0,81.75,163.5,2077.0,0.0,705.0,990.6447396,407.4422306,0.951967829,1181762.625,2189392.71,4993261.0,16.0,4460840.0,1486946.667,2574770.896,4460036.0,225.0,9454085.0,2363521.25,2737953.659,5004027.0,191.0,0,0,0,0,136,168,0.423096813,0.528871016,0.0,2077.0,385.2,747.8689428,559307.9556,0,0,0,1,0,0,0,0,1.0,428.0,81.75,705.0,136,0,0,0,0,0,0,4,327,5,3525,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-35692-80-6,172.16.0.1,35692,37.88.20.77,80,6,5/7/2017 11:12,60009352,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033328139,60000000.0,0.0,60000000.0,60000000.0,60000000.0,60000000.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.033328139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,60000000.0,0.0,60000000.0,60000000.0,DoS GoldenEye
172.16.0.1-192.168.10.50-41768-80-6,172.16.0.1,41768,206.165.236.38,80,6,5/7/2017 11:18,5003256,8,6,352.0,11632.0,352.0,0.0,44.0,124.4507935,4344.0,0.0,1938.666667,2184.364316,2395.24022,2.798177827,384865.8462,1386572.807,4999659.0,35.0,3597.0,513.8571429,591.6390872,1821.0,207.0,5003221.0,1000644.2,2236630.824,5001651.0,48.0,0,0,0,0,264,200,1.598958758,1.199219069,0.0,4344.0,798.9333333,1624.748221,2639806.781,0,0,0,1,0,0,0,0,0.0,856.0,44.0,1938.666667,264,0,0,0,0,0,0,8,352,6,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
172.16.0.1-192.168.10.50-34774-80-6,172.16.0.1,34774,59.29.148.113,80,6,5/7/2017 11:12,11581876,6,4,342.0,3525.0,342.0,0.0,57.0,139.6209153,3525.0,0.0,881.25,1762.5,333.8837335,0.863417982,1286875.111,2297339.315,5575630.0,21.0,6577913.0,1315582.6,2420796.455,5576337.0,441.0,10600000.0,3527380.0,3066867.199,5575630.0,1420.0,0,0,0,0,208,136,0.518050789,0.345367193,0.0,3525.0,351.5454545,1057.504739,1118316.273,0,0,0,1,0,0,0,0,0.0,386.7,57.0,881.25,208,0,0,0,0,0,0,6,342,4,3525,29200,235,1,32,1001156.0,0.0,1001156.0,1001156.0,5575630.0,0.0,5575630.0,5575630.0,DoS GoldenEye
172.16.0.1-192.168.10.50-48056-80-6,172.16.0.1,48056,53.71.122.126,80,6,5/7/2017 10:44,83508399,8,5,415.0,11595.0,409.0,0.0,51.875,144.3155645,5792.0,0.0,2319.0,2423.629716,143.8178691,0.155672964,6959033.25,24100000.0,83400000.0,1.0,83400000.0,11900000.0,31500000.0,83400000.0,1.0,124681.0,31170.25,54408.82249,112357.0,168.0,0,0,0,0,252,168,0.095798747,0.059874217,0.0,5792.0,857.8571429,1759.571226,3096090.901,0,0,0,0,1,0,0,0,0.0,923.8461538,51.875,2319.0,252,0,0,0,0,0,0,8,415,5,11595,274,235,2,20,1974.0,0.0,1974.0,1974.0,83400000.0,0.0,83400000.0,83400000.0,DoS Hulk
172.16.0.1-192.168.10.50-49058-80-6,172.16.0.1,49058,12.205.207.69,80,6,5/7/2017 10:50,99413685,8,5,367.0,11595.0,367.0,0.0,45.875,129.7540943,8688.0,0.0,2319.0,3774.237539,120.3254864,0.130766705,8284473.75,28700000.0,99400000.0,1.0,99400000.0,14200000.0,37600000.0,99400000.0,1.0,29459.0,7364.75,8866.472706,18248.0,84.0,0,0,0,0,264,168,0.080471818,0.050294886,0.0,8688.0,854.4285714,2382.343633,5675561.187,0,0,0,0,1,0,0,0,0.0,920.1538462,45.875,2319.0,264,0,0,0,0,0,0,8,367,5,11595,274,235,1,32,970.0,0.0,970.0,970.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk
