Source IP,Destination IP,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,Label
172.16.0.1,163.232.38.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,23809.52381,23809.52381,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,PortScan
172.16.0.1,26.101.167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12048.19277,12048.19277,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,SSH-Patator
172.16.0.1,92.94.110.208,14000000.0,34400000.0,0.0,151441.0,30288.2,60041.37174,137152.0,47.0,0,0,0,0,232,200,0.202701589,0.173744219,0.0,4344.0,854.7857143,1460.075561,2131820.643,0,0,0,0,1,0,0,DoS Hulk
172.16.0.1,182.51.70.96,4082271.698,5774096.0,892.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.519481599,0.173160533,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,64.226.59.44,3671022.636,5192499.0,889.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.577657591,0.19255253,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,12.223.95.84,0.0,119000000.0,119000000.0,119000000.0,119000000.0,0.0,119000000.0,119000000.0,1,0,0,0,64,64,0.016804459,0.016804459,0.0,8.0,4.8,4.38178046,19.2,0,1,0,0,1,0,0,DoS slowloris
172.16.0.1,33.159.238.38,6116643.539,19800000.0,4.0,31500000.0,31500000.0,0.0,31500000.0,31500000.0,0,0,0,0,456,80,0.231634131,0.03309059,0.0,231.0,136.3529412,116.6211501,13600.49265,0,0,0,1,0,0,0,DoS slowloris
172.16.0.1,4.143.21.252,3638557.95,5146601.0,903.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.582806735,0.194268912,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,104.22.177.45,200919.1105,996222.0,0.0,119000000.0,57062.13876,229801.2555,995232.0,1.0,0,0,0,0,89024,66912,23.3272066,17.53313767,0.0,15928.0,1620.054165,2427.873716,5894570.783,0,0,0,0,1,0,0,Heartbleed
172.16.0.1,92.223.188.44,539.522474,794.0,31.0,51942.0,12985.5,25242.59382,50845.0,4.0,0,0,0,0,72,112,57.73116521,96.21860868,0.0,10135.0,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,DDoS
172.16.0.1,120.70.16.218,3693691.773,5224548.0,879.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.574115761,0.19137192,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,200.130.24.220,1526775.546,3853527.0,2.0,9463165.0,675940.3571,1337760.484,3805227.0,1.0,0,0,0,0,296,488,0.951046569,1.585077614,0.0,34.0,11.6,12.489996,156.0,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,154.22.39.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16949.15254,16949.15254,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,SSH-Patator
172.16.0.1,40.58.109.17,2435.188318,5998.0,2.0,5007879.0,834646.5,2042355.93,5003587.0,47.0,0,0,0,0,264,232,1.597378064,1.397705806,0.0,5792.0,746.9375,1582.88595,2505527.929,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,204.148.252.66,3675745.402,5199184.0,895.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.576914312,0.192304771,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,112.64.146.52,62800000.0,109000000.0,810.0,109000000.0,54400000.0,76900000.0,109000000.0,5420.0,0,0,0,0,136,104,0.036790022,0.027592517,0.0,351.0,45.5,123.5244337,15258.28571,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,180.211.135.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,15625.0,15625.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,PortScan
172.16.0.1,99.72.49.248,53200000.0,107000000.0,501.0,107000000.0,53300000.0,75400000.0,107000000.0,1359.0,0,0,0,0,176,104,0.046449768,0.027869861,0.0,520.0,58.22222222,173.1717195,29988.44444,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,72.88.182.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,19230.76923,19230.76923,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,PortScan
172.16.0.1,65.124.239.107,3969204.616,5614198.0,895.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.534274321,0.17809144,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,188.2.91.107,2080786.147,5505588.0,197.0,10500000.0,3503010.667,3043105.114,5503314.0,944.0,0,0,0,0,264,136,0.761248131,0.380624066,0.0,11632.0,927.0,3218.536262,10400000.0,0,0,0,1,0,0,0,DoS GoldenEye
192.168.10.9,205.174.165.73,3933.635024,514773.0,509210.0,1023965.0,511982.5,4015.65941,514822.0,509143.0,0,0,0,0,92,60,2.927897594,2.927897594,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,Bot
192.168.10.5,205.174.165.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,Bot
172.16.0.1,157.58.123.103,2234766.928,5000160.0,3.0,11118.0,3706.0,5627.995291,10187.0,51.0,0,0,0,0,200,136,1.197012496,0.798008331,0.0,2701.0,431.7272727,877.6008308,770183.2182,0,0,0,1,0,0,0,Web Attack – Sql Injection
172.16.0.1,161.210.1.61,308822.3749,535296.0,275.0,746.0,746.0,0.0,746.0,746.0,0,0,0,0,136,72,7.461350206,3.730675103,0.0,231.0,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,DoS slowloris
192.168.10.5,205.174.165.73,3048.337334,500255.0,495944.0,996098.0,498049.0,2886.409881,500090.0,496008.0,0,0,0,0,92,60,3.009975057,3.009975057,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,Bot
172.16.0.1,168.28.17.167,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,DoS Hulk
172.16.0.1,4.52.217.41,3824543.297,5409409.0,688.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.554518708,0.184839569,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,178.64.116.77,29900000.0,84600000.0,5.0,85600000.0,12200000.0,31900000.0,84600000.0,14.0,0,0,0,0,260,264,0.105166958,0.09348174,0.0,4344.0,722.8333333,1204.379667,1450530.382,1,0,0,0,0,0,0,DoS Hulk
172.16.0.1,146.59.10.165,4168933.998,5896498.0,735.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.508713154,0.169571051,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,73.218.103.233,42600000.0,85300000.0,3.0,85500000.0,12200000.0,32200000.0,85300000.0,14.0,0,0,0,0,144,264,0.058504702,0.093607522,0.0,4344.0,850.9285714,1345.426353,1810172.071,1,0,0,0,0,0,0,DoS Hulk
172.16.0.1,159.175.201.94,3744611.946,5296554.0,873.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.566312665,0.188770888,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,213.95.54.72,2825160.677,5650729.0,124.0,10700000.0,3550888.0,3091273.459,5648047.0,826.0,0,0,0,0,168,136,0.469362283,0.375489826,0.0,3525.0,389.4,1107.823813,1227273.6,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,31.54.226.81,14300000.0,51300000.0,223.0,103000000.0,51300000.0,28000000.0,71200000.0,31500000.0,0,0,0,0,456,100,0.136354452,0.029218811,0.0,231.0,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,DoS slowloris
172.16.0.1,57.17.17.46,38000000.0,84900000.0,1.0,154823.0,38705.75,68105.55808,140393.0,187.0,0,0,0,0,200,168,0.070550536,0.058792113,0.0,8688.0,995.75,2560.10263,6554125.477,0,0,0,0,1,0,0,DoS Hulk
172.16.0.1,139.232.31.195,3961124.507,5602754.0,878.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.535367062,0.178455687,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
192.168.10.8,205.174.165.73,44674.71429,77760.0,72.0,77295.0,38647.5,53858.2022,76731.0,564.0,0,0,0,0,92,72,50.93854265,38.20390699,0.0,198.0,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,Bot
172.16.0.1,163.73.168.8,4091877.036,5787691.0,903.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.518260566,0.172753522,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,40.23.91.36,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,666666.6667,0.0,0.0,14.0,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,FTP-Patator
172.16.0.1,15.214.184.189,4070745.857,5757767.0,863.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.520957242,0.173652414,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,37.79.16.174,11900000.0,32100000.0,997121.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110843182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,87.133.49.158,4200954.621,5941871.0,824.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.504821466,0.168273822,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
192.168.10.9,205.174.165.73,3954.848227,514785.0,509192.0,1023972.0,511986.0,3791.506561,514667.0,509305.0,0,0,0,0,92,60,2.928343436,2.928343436,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,Bot
172.16.0.1,97.252.189.168,924039.722,2527194.0,501.0,13000000.0,419800.9355,836937.3884,2471722.0,3.0,0,0,0,0,776,1032,1.844179723,2.458906297,0.0,976.0,83.38596491,185.5048858,34412.06266,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,71.188.132.42,755263.7953,2064247.0,569.0,10300000.0,331902.1613,659028.6347,1992054.0,4.0,0,0,0,0,680,1032,2.041004757,3.110102488,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,153.76.250.123,2448215.174,6477715.0,199.0,11500000.0,2870180.75,3367518.346,6474936.0,127.0,0,0,0,0,264,168,0.696817313,0.435510821,0.0,7288.0,858.0,2180.744121,4755644.923,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,122.149.181.222,4172886.724,5902213.0,860.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.508209876,0.169403292,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
205.174.165.73,31.127.252.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,20833.33333,20833.33333,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,Bot
172.16.0.1,108.244.29.169,4203331.207,5945056.0,648.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.504565986,0.168188662,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,2.38.18.48,709972.685,2003956.0,999903.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,0.998715319,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS slowloris
172.16.0.1,87.249.2.145,2060472.914,6415953.0,316.0,22700000.0,7578896.333,4542407.458,12800000.0,4908011.0,0,0,0,0,472,136,0.543968212,0.155419489,0.0,3525.0,328.6842105,792.2468788,627655.117,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,130.127.75.18,500932.0937,1369949.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,264,40,2.666994707,0.333374338,0.0,356.0,178.0,187.6284745,35204.44444,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,170.131.248.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,22222.22222,22222.22222,0.0,8.0,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,DoS slowloris
172.16.0.1,144.58.63.2,62700000.0,109000000.0,778.0,109000000.0,54300000.0,76800000.0,109000000.0,5445.0,0,0,0,0,136,104,0.036837551,0.027628163,0.0,351.0,45.375,123.5625203,15267.69643,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,221.156.209.1,11900000.0,32100000.0,999447.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110908441,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS Slowhttptest
205.174.165.73,111.120.156.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,58823.52941,58823.52941,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,Bot
172.16.0.1,83.20.187.91,3741001.459,5291489.0,914.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.566850257,0.188950086,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,27.194.176.32,63400000.0,110000000.0,622.0,110000000.0,54900000.0,77700000.0,110000000.0,5247.0,0,0,0,0,136,104,0.036412379,0.027309284,0.0,520.0,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,43.123.183.38,1432519.61,3141535.0,0.0,8419029.0,601359.2143,1187374.101,3099284.0,3.0,0,0,0,0,296,488,1.06900054,1.781667567,0.0,34.0,11.56,12.49693296,156.1733333,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,199.117.243.96,827848.8159,2332610.0,500.0,11400000.0,367597.7419,742090.7944,2284064.0,3.0,0,0,0,0,680,1032,1.842813291,2.808096444,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,89.248.186.51,40435.10527,81303.0,4.0,5086374.0,1695458.0,2866512.802,5005103.0,847.0,0,0,0,0,168,136,0.982991108,0.786392887,0.0,4149.0,474.9,1304.645584,1702100.1,0,0,0,1,0,0,0,Web Attack – Sql Injection
172.16.0.1,107.129.115.103,2216.452421,4249.0,49.0,5009544.0,1669848.0,2888460.886,5005155.0,889.0,0,0,0,0,136,136,0.798455308,0.798455308,0.0,1840.0,264.0,617.0121555,380704.0,0,0,0,1,0,0,0,Web Attack – Sql Injection
172.16.0.1,125.217.247.28,2522198.695,6673376.0,193.0,11700000.0,2918275.75,3437459.693,6670559.0,161.0,0,0,0,0,264,168,0.685332849,0.428333031,0.0,7288.0,849.5714286,2182.960612,4765317.033,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,114.110.164.82,1344686.461,3260637.0,3.0,8837262.0,631233.0,1240446.073,3218234.0,3.0,0,0,0,0,296,488,1.018401036,1.697335059,0.0,34.0,11.72,12.68043112,160.7933333,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,166.16.82.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,19230.76923,19230.76923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,Web Attack – Brute Force
172.16.0.1,228.198.171.150,798240.4738,2064165.0,422.0,11800000.0,379380.4839,756969.9444,2430975.0,4.0,0,0,0,0,712,1032,1.870601164,2.720874421,0.0,976.0,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,228.238.132.207,851003.2557,2200819.0,343.0,11800000.0,394895.9,778295.2275,2487257.0,4.0,0,0,0,0,616,1000,1.60378588,2.616703278,0.0,976.0,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,69.208.55.40,11900000.0,32100000.0,997813.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110862262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,90.208.62.192,4090387.162,5785374.0,693.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.51848691,0.17282897,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,150.35.218.54,11900000.0,32000000.0,999194.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110964986,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,34.38.139.46,13900000.0,51300000.0,556.0,103000000.0,51300000.0,28100000.0,71200000.0,31400000.0,0,0,0,0,496,100,0.144795927,0.028959185,0.0,231.0,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,DoS slowloris
172.16.0.1,53.61.43.156,1501240.144,3459867.0,217.0,9226154.0,659011.0,1291906.603,3415956.0,3.0,0,0,0,0,296,488,0.97547356,1.625789266,0.0,34.0,11.68,12.55229063,157.56,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,156.45.213.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,41666.66667,41666.66667,0.0,6.0,2.0,3.464101615,12.0,0,0,0,1,0,0,0,PortScan
172.16.0.1,86.188.190.178,12600000.0,49200000.0,420.0,31500000.0,31500000.0,0.0,31500000.0,31500000.0,0,0,0,0,576,80,0.158035806,0.018592448,0.0,520.0,260.3,266.449778,70995.48421,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,37.88.20.77,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.033328139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,DoS GoldenEye
172.16.0.1,157.206.86.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,10204.08163,10204.08163,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,PortScan
172.16.0.1,153.156.136.154,425.6782823,606.0,4.0,720606.0,180151.5,359772.4429,719810.0,4.0,0,0,0,0,72,112,4.163151117,6.938585195,0.0,7215.0,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,DDoS
172.16.0.1,83.238.64.60,0.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8888.888889,4444.444444,0.0,14.0,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,FTP-Patator
172.16.0.1,220.50.234.248,0.0,21000000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,0.09524655,0.047623275,0.0,4.0,2.0,2.309401077,5.333333333,0,1,0,0,1,0,0,DoS Slowhttptest
192.168.10.5,205.174.165.73,12829.74544,512638.0,494494.0,1006699.0,503349.5,12882.77845,512459.0,494240.0,0,0,0,0,92,60,2.977575876,2.977575876,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,Bot
172.16.0.1,17.76.209.88,12266.57916,22047.0,603.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,169.1045912,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,DDoS
172.16.0.1,140.42.203.55,1888091.554,3270800.0,473.0,1010.0,1010.0,0.0,1010.0,1010.0,0,0,0,0,136,72,1.222546571,0.611273285,0.0,356.0,50.85714286,134.5553524,18105.14286,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,95.171.12.141,3764129.507,5324175.0,892.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.563373193,0.187791064,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,145.108.198.128,11900000.0,32000000.0,998716.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110945011,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS Slowhttptest
172.16.0.1,24.19.193.240,532.5164876,1622.0,198.0,5004025.0,1000805.0,2236818.269,5002147.0,48.0,0,0,0,0,264,200,1.598695145,1.199021359,0.0,5792.0,805.5333333,1800.868317,3243126.695,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,132.208.59.159,3923888.264,5550119.0,903.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.540441021,0.180147007,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,94.238.254.120,863467.6675,2309197.0,3.0,11500000.0,372381.9355,747731.178,2264235.0,3.0,0,0,0,0,680,1032,1.819133595,2.772013097,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,125.16.108.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12345.67901,12345.67901,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,SSH-Patator
172.16.0.1,163.136.225.204,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,118.7225454,237.4450908,0.0,483.0,120.75,241.5,58322.25,0,0,0,0,1,1,0,DoS slowloris
172.16.0.1,233.171.129.166,6289503.502,12600000.0,189.0,17600000.0,5862634.0,6332090.116,12600000.0,1056.0,0,0,0,0,168,136,0.284285128,0.227428102,0.0,3525.0,390.6,1107.805759,1227233.6,0,0,0,1,0,0,0,DoS GoldenEye
172.16.0.1,112.114.175.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0,0,0,1,0,0,0,PortScan
172.16.0.1,99.167.198.227,1674642.065,3349946.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,100,0,1.491677039,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,DDoS
172.16.0.1,145.92.107.124,1206941.652,2772098.0,249.0,8686223.0,620444.5,1176464.577,3139866.0,3.0,0,0,0,0,296,488,1.036120663,1.726867772,0.0,34.0,11.56,12.46354685,155.34,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,74.189.250.218,3896474.441,5511350.0,903.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.544242073,0.181414024,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
172.16.0.1,162.77.162.36,1585908.13,3770953.0,3.0,9789368.0,699240.5714,1375745.823,3726340.0,3.0,0,0,0,0,296,488,0.919360444,1.532267406,0.0,34.0,11.96,12.78175783,163.3733333,0,0,0,1,0,0,0,FTP-Patator
172.16.0.1,171.99.117.132,222461.7159,5025702.0,0.0,119000000.0,69040.90509,273867.424,5024984.0,1.0,0,0,0,0,85928,55336,22.50577204,14.49254371,0.0,17376.0,1713.525708,2669.389319,7125639.337,0,0,0,1,0,0,0,Heartbleed
172.16.0.1,140.128.11.249,919114.2059,2501293.0,537.0,11900000.0,398283.2667,783801.7662,2436290.0,3.0,0,0,0,0,616,1000,1.590141391,2.594441217,0.0,976.0,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,SSH-Patator
172.16.0.1,198.107.168.252,3880946.376,5489182.0,695.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.546460331,0.182153444,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – Brute Force
172.16.0.1,134.45.203.198,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9803.921569,4901.960784,0.0,14.0,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,FTP-Patator
172.16.0.1,236.175.48.160,712796.1623,2004196.0,996150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,0.99988468,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS slowloris
172.16.0.1,120.51.140.69,32100000.0,84900000.0,3.0,145401.0,29080.2,58451.4719,133243.0,47.0,0,0,0,0,264,200,0.094108614,0.07058146,0.0,4344.0,800.0,1423.489927,2026323.571,0,0,0,0,1,0,0,DoS Hulk
172.16.0.1,223.40.249.61,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,DoS Hulk
172.16.0.1,191.245.239.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12195.12195,12195.12195,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,SSH-Patator
172.16.0.1,112.69.209.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,32258.06452,32258.06452,0.0,6.0,2.0,3.464101615,12.0,0,0,0,1,0,0,0,PortScan
172.16.0.1,82.157.197.187,17691.81167,25028.0,8.0,39300.0,6550.0,10603.73219,25332.0,13.0,0,0,0,0,72,152,76.18660639,177.7687483,0.0,2920.0,1057.0,1306.290856,1706395.8,0,0,0,1,0,0,0,DDoS
172.16.0.1,55.212.110.75,711541.0478,2003935.0,997664.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,0.999467284,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,DoS slowloris
192.168.10.9,205.174.165.73,562.149891,510030.0,509235.0,1019436.0,509718.0,461.0336213,510044.0,509392.0,0,0,0,0,92,60,2.941136102,2.941136102,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,Bot
172.16.0.1,194.189.186.196,31000000.0,82200000.0,1.0,92650.0,15441.66667,36304.57142,89525.0,18.0,0,0,0,0,172,152,0.095816537,0.08383947,0.0,4380.0,729.3125,1491.866872,2225666.763,0,0,0,0,1,0,0,DDoS
172.16.0.1,117.36.197.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,71428.57143,71428.57143,0.0,6.0,2.0,3.464101615,12.0,0,0,0,1,0,0,0,PortScan
172.16.0.1,201.208.239.52,3675586.303,5198765.0,701.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.576982329,0.192327443,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Web Attack – XSS
