Source IP,Destination IP,Flow ID,Source Port,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Label
172.16.0.1,132.208.59.159,172.16.0.1-192.168.10.50-34144-80-6,34144,80,6,2017-07-06 10:32:00,5551022,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720588029,1850340.667,3204102.037,5550119.0,172.0,5551022.0,2775511.0,Web Attack – XSS
172.16.0.1,94.238.254.120,172.16.0.1-192.168.10.50-49724-22-6,49724,22,6,4/7/2017 2:44,11543957,21,32,2008.0,2745.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,411.7305704,4.591146693,221999.1731,602370.0008,2264235.0,3.0,9697532.0,484876.6,SSH-Patator
172.16.0.1,125.16.108.38,172.16.0.1-192.168.10.50-49774-22-6,49774,22,6,4/7/2017 2:45,81,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24691.35802,81.0,0.0,81.0,81.0,0.0,0.0,SSH-Patator
172.16.0.1,163.136.225.204,172.16.0.1-192.168.10.50-53824-80-6,53824,80,6,5/7/2017 10:10,8423,1,2,0.0,483.0,0.0,0.0,0.0,0.0,483.0,0.0,241.5,341.5325753,57342.98943,356.1676362,4211.5,5954.546204,8422.0,1.0,0.0,0.0,DoS slowloris
172.16.0.1,233.171.129.166,172.16.0.1-192.168.10.50-60116-80-6,60116,80,6,5/7/2017 11:10,17587976,5,4,381.0,3525.0,381.0,0.0,76.2,170.3883799,3525.0,0.0,881.25,1762.5,222.0835416,0.51171323,2198497.0,4545390.812,12600000.0,29.0,12600000.0,3145181.75,DoS GoldenEye
172.16.0.1,112.114.175.9,172.16.0.1-192.168.10.50-42036-1311-6,42036,1311,6,7/7/2017 2:55,43,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,PortScan
172.16.0.1,99.167.198.227,172.16.0.1-192.168.10.50-41507-80-6,41507,80,6,7/7/2017 4:15,3351932,5,0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.950062233,1.491677039,837983.0,1674642.065,3349946.0,3.0,3351932.0,837983.0,DDoS
172.16.0.1,145.92.107.124,172.16.0.1-192.168.10.50-54602-21-6,54602,21,6,4/7/2017 9:38,8686247,9,15,101.0,188.0,20.0,0.0,11.22222222,8.771798245,34.0,0.0,12.53333333,14.54975045,33.27098573,2.762988434,377662.913,955872.6895,3139866.0,3.0,5503252.0,687906.5,FTP-Patator
172.16.0.1,74.189.250.218,172.16.0.1-192.168.10.50-57372-80-6,57372,80,6,2017-07-06 10:24:00,5512253,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725656097,1837417.667,3181718.75,5511350.0,117.0,5512253.0,2756126.5,Web Attack – XSS
172.16.0.1,162.77.162.36,172.16.0.1-192.168.10.50-54384-21-6,54384,21,6,4/7/2017 9:36,9789414,9,15,111.0,188.0,24.0,0.0,12.33333333,10.04987562,34.0,0.0,12.53333333,14.54975045,30.54319697,2.45162785,425626.6957,1113616.196,3726340.0,3.0,6806261.0,850782.625,FTP-Patator
172.16.0.1,171.99.117.132,172.16.0.1-192.168.10.51-45022-444-6,45022,444,6,5/7/2017 3:12,119302728,2685,1729,8299.0,7556917.0,517.0,0.0,3.090875233,16.85842056,17376.0,0.0,4370.686524,2566.935004,63411.92802,36.99831575,27034.38205,174625.7584,5024984.0,0.0,119000000.0,44449.50857,Heartbleed
172.16.0.1,140.128.11.249,172.16.0.1-192.168.10.50-51216-22-6,51216,22,6,4/7/2017 2:59,11948623,19,31,2008.0,2745.0,640.0,0.0,105.6842105,143.7671932,976.0,0.0,88.5483871,223.315,397.7864228,4.184582608,243849.449,639965.2406,2436290.0,3.0,9920820.0,551156.6667,SSH-Patator
172.16.0.1,198.107.168.252,172.16.0.1-192.168.10.50-45940-80-6,45940,80,6,2017-07-06 09:23:00,5489877,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728613774,1829959.0,3168980.086,5489182.0,102.0,5489877.0,2744938.5,Web Attack – Brute Force
172.16.0.1,134.45.203.198,172.16.0.1-192.168.10.50-58824-21-6,58824,21,6,4/7/2017 10:10,204,2,1,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,68627.45098,14705.88235,102.0,31.11269837,124.0,80.0,204.0,204.0,FTP-Patator
172.16.0.1,236.175.48.160,172.16.0.1-192.168.10.50-57766-80-6,57766,80,6,5/7/2017 9:58,3000346,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99988468,1500173.0,712796.1623,2004196.0,996150.0,3000346.0,1500173.0,DoS slowloris
172.16.0.1,120.51.140.69,172.16.0.1-192.168.10.50-35660-80-6,35660,80,6,5/7/2017 10:45,85008159,8,6,405.0,11595.0,405.0,0.0,50.625,143.1891232,4344.0,0.0,1932.5,1754.831473,141.1629206,0.164690074,6539089.154,23500000.0,84900000.0,3.0,84900000.0,12100000.0,DoS Hulk
172.16.0.1,223.40.249.61,172.16.0.1-192.168.10.50-47188-80-6,47188,80,6,5/7/2017 10:52,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,DoS Hulk
172.16.0.1,191.245.239.233,172.16.0.1-192.168.10.50-49274-22-6,49274,22,6,4/7/2017 2:39,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.2439,82.0,0.0,82.0,82.0,0.0,0.0,SSH-Patator
172.16.0.1,112.69.209.198,172.16.0.1-192.168.10.50-51206-3071-6,51206,3071,6,7/7/2017 2:54,31,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,193548.3871,64516.12903,31.0,0.0,31.0,31.0,0.0,0.0,PortScan
172.16.0.1,82.157.197.187,172.16.0.1-192.168.10.50-56237-80-6,56237,80,6,7/7/2017 3:59,39377,3,7,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,2920.0,0.0,1657.285714,1299.172136,295273.8908,253.9553546,4375.222222,8862.243336,24951.0,8.0,25036.0,12518.0,DDoS
172.16.0.1,55.212.110.75,172.16.0.1-192.168.10.50-32990-80-6,32990,80,6,5/7/2017 10:09,3001599,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999467284,1500799.5,711541.0478,2003935.0,997664.0,3001599.0,1500799.5,DoS slowloris
192.168.10.9,205.174.165.73,192.168.10.9-205.174.165.73-6378-8080-6,6378,8080,6,7/7/2017 12:12,1020014,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.64681661,5.882272204,204002.8,278401.2679,509295.0,578.0,1019265.0,509632.5,Bot
172.16.0.1,194.189.186.196,172.16.0.1-192.168.10.50-52173-80-6,52173,80,6,7/7/2017 4:06,83492894,8,7,56.0,11607.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,1658.142857,1942.877285,139.6885345,0.179656008,5963778.143,21900000.0,82200000.0,1.0,83400000.0,11900000.0,DDoS
172.16.0.1,117.36.197.70,172.16.0.1-192.168.10.50-57796-32777-6,57796,32777,6,7/7/2017 2:54,14,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,428571.4286,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,PortScan
172.16.0.1,201.208.239.52,172.16.0.1-192.168.10.50-54282-80-6,54282,80,6,2017-07-06 10:19:00,5199466,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769309771,1733155.333,3001306.019,5198765.0,134.0,5199466.0,2599733.0,Web Attack – XSS
172.16.0.1,131.32.233.245,172.16.0.1-192.168.10.50-56616-80-6,56616,80,6,2017-07-06 10:23:00,5535823,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722566455,1845274.333,3195358.933,5534957.0,155.0,5535823.0,2767911.5,Web Attack – XSS
172.16.0.1,174.34.223.33,172.16.0.1-192.168.10.50-46738-22-6,46738,22,6,4/7/2017 2:13,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.2439,82.0,0.0,82.0,82.0,0.0,0.0,SSH-Patator
172.16.0.1,22.10.20.123,172.16.0.1-192.168.10.50-59406-80-6,59406,80,6,5/7/2017 10:03,103597308,15,3,2541.0,6.0,231.0,0.0,169.4,105.7374106,6.0,0.0,2.0,3.464101615,24.58558093,0.173749689,6093959.294,12900000.0,51300000.0,80.0,104000000.0,7399794.143,DoS slowloris
172.16.0.1,71.164.144.50,172.16.0.1-192.168.10.50-36206-80-6,36206,80,6,2017-07-06 10:41:00,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.01408,71.0,0.0,71.0,71.0,0.0,0.0,Web Attack – Sql Injection
192.168.10.9,205.174.165.73,192.168.10.9-205.174.165.73-5618-8080-6,5618,8080,6,7/7/2017 11:42,1093860,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,16.45548791,5.485162635,218772.0,300798.4627,592995.0,368.0,1093403.0,546701.5,Bot
172.16.0.1,1.144.236.231,172.16.0.1-192.168.10.50-57076-80-6,57076,80,6,2017-07-06 10:23:00,5365520,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745500902,1788506.667,3097026.661,5364645.0,111.0,5365520.0,2682760.0,Web Attack – XSS
172.16.0.1,199.181.83.42,172.16.0.1-192.168.10.50-26124-80-6,26124,80,6,7/7/2017 4:04,1138524,3,4,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,11595.0,0.0,2901.75,5795.50069,10217.61509,6.148311322,189754.0,464336.1057,1137576.0,13.0,665.0,332.5,DDoS
172.16.0.1,210.135.201.18,172.16.0.1-192.168.10.50-56166-21-6,56166,21,6,4/7/2017 9:50,9016977,9,15,100.0,188.0,22.0,0.0,11.11111111,8.781293248,34.0,0.0,12.53333333,14.54975045,31.93975098,2.661645915,392042.4783,1019558.178,3200571.0,3.0,6226192.0,778274.0,FTP-Patator
172.16.0.1,141.137.102.218,172.16.0.1-192.168.10.50-53380-80-6,53380,80,6,2017-07-06 10:17:00,5464552,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731990472,1821517.333,3154220.997,5463698.0,127.0,5464552.0,2732276.0,Web Attack – XSS
172.16.0.1,23.195.142.105,172.16.0.1-192.168.10.50-52122-22-6,52122,22,6,4/7/2017 3:09,41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,SSH-Patator
172.16.0.1,7.130.128.61,172.16.0.1-192.168.10.50-54294-21-6,54294,21,6,4/7/2017 9:36,4,2,0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,FTP-Patator
172.16.0.1,54.223.46.43,172.16.0.1-192.168.10.50-59096-80-6,59096,80,6,2017-07-06 10:26:00,5575754,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717391764,1858584.667,3217406.029,5573725.0,128.0,5575754.0,2787877.0,Web Attack – XSS
172.16.0.1,29.192.79.225,172.16.0.1-192.168.10.50-36053-6699-6,36053,6699,6,7/7/2017 2:52,44,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44.0,44.0,0.0,0.0,PortScan
172.16.0.1,69.142.141.16,172.16.0.1-192.168.10.50-51358-22-6,51358,22,6,4/7/2017 3:00,14458907,21,32,2008.0,2745.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,328.7247093,3.665560613,278055.9038,781968.4501,3648199.0,4.0,12600000.0,629529.75,SSH-Patator
172.16.0.1,63.132.236.73,172.16.0.1-192.168.10.50-18863-80-6,18863,80,6,7/7/2017 3:59,4865229,4,0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.932964101,0.822160683,1621743.0,2808431.184,4864640.0,239.0,4865229.0,1621743.0,DDoS
172.16.0.1,95.93.118.2,172.16.0.1-192.168.10.50-43924-16018-6,43924,16018,6,7/7/2017 2:52,44,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44.0,44.0,0.0,0.0,PortScan
172.16.0.1,225.178.251.187,172.16.0.1-192.168.10.50-59754-80-6,59754,80,6,5/7/2017 10:04,3003590,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998804764,1501795.0,710186.9383,2003973.0,999617.0,3003590.0,1501795.0,DoS slowloris
172.16.0.1,200.232.68.94,172.16.0.1-192.168.10.50-50868-49156-6,50868,49156,6,7/7/2017 2:54,12,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,500000.0,166666.6667,12.0,0.0,12.0,12.0,0.0,0.0,PortScan
172.16.0.1,173.230.63.139,172.16.0.1-192.168.10.50-60800-80-6,60800,80,6,5/7/2017 10:07,105569842,16,3,2541.0,6.0,231.0,0.0,158.8125,110.5828309,6.0,0.0,2.0,3.464101615,24.12620832,0.179975641,5864991.222,12500000.0,51300000.0,87.0,106000000.0,7037983.667,DoS slowloris
172.16.0.1,78.227.81.87,172.16.0.1-192.168.10.50-39602-80-6,39602,80,6,2017-07-06 09:46:00,5068436,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789198088,1689478.667,2925695.651,5067781.0,98.0,5068436.0,2534218.0,Web Attack – Brute Force
172.16.0.1,65.116.62.251,172.16.0.1-192.168.10.50-35790-1236-6,35790,1236,6,7/7/2017 2:55,37,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,162162.1622,54054.05405,37.0,0.0,37.0,37.0,0.0,0.0,PortScan
172.16.0.1,109.17.161.23,172.16.0.1-192.168.10.50-38802-80-6,38802,80,6,5/7/2017 10:26,63127188,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110887246,10500000.0,11900000.0,32100000.0,999945.0,63100000.0,10500000.0,DoS Slowhttptest
172.16.0.1,194.3.25.149,172.16.0.1-192.168.10.50-35232-80-6,35232,80,6,5/7/2017 10:15,63149672,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110847765,10500000.0,11900000.0,32100000.0,998490.0,63100000.0,10500000.0,DoS Slowhttptest
172.16.0.1,83.252.167.147,172.16.0.1-192.168.10.50-53815-80-6,53815,80,6,7/7/2017 3:59,8950782,4,0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.681329966,0.446888328,2983594.0,5166447.779,8949294.0,213.0,8950782.0,2983594.0,DDoS
172.16.0.1,188.218.147.56,172.16.0.1-192.168.10.50-46752-22-6,46752,22,6,4/7/2017 2:13,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.66667,75.0,0.0,75.0,75.0,0.0,0.0,SSH-Patator
172.16.0.1,36.169.201.128,172.16.0.1-192.168.10.50-60712-80-6,60712,80,6,5/7/2017 10:47,67930738,6,6,349.0,11595.0,337.0,0.0,58.16666667,136.6314995,7240.0,0.0,1932.5,3126.682571,175.8261481,0.176650517,6175521.636,20100000.0,66900000.0,47.0,67900000.0,13600000.0,DoS Hulk
172.16.0.1,188.227.123.191,172.16.0.1-192.168.10.50-49442-80-6,49442,80,6,5/7/2017 10:50,99428912,6,8,358.0,11595.0,340.0,0.0,59.66666667,137.3661773,4344.0,0.0,1449.375,1547.981999,120.2165422,0.140804115,7648377.846,27600000.0,99400000.0,1.0,99400000.0,19900000.0,DoS Hulk
172.16.0.1,233.94.130.172,172.16.0.1-192.168.10.50-36196-80-6,36196,80,6,2017-07-06 10:40:00,508,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5905.511811,254.0,309.7127702,473.0,35.0,508.0,508.0,Web Attack – Sql Injection
205.174.165.73,149.250.231.206,192.168.10.15-205.174.165.73-52320-8080-6,8080,52320,6,7/7/2017 10:29,43,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,279069.7674,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,Bot
172.16.0.1,163.195.181.96,172.16.0.1-192.168.10.50-58812-80-6,58812,80,6,2017-07-06 10:26:00,5221641,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766042706,1740547.0,3013170.945,5219857.0,127.0,5221641.0,2610820.5,Web Attack – XSS
172.16.0.1,89.251.35.43,172.16.0.1-192.168.10.50-63237-80-6,63237,80,6,7/7/2017 4:03,40543,3,4,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,8760.0,0.0,2900.25,4128.319301,286781.9352,172.6561922,6757.166667,15210.95543,37799.0,151.0,39013.0,19506.5,DDoS
172.16.0.1,170.79.151.134,172.16.0.1-192.168.10.50-41340-80-6,41340,80,6,2017-07-06 09:48:00,5280467,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757508758,1760155.667,3047916.961,5279587.0,96.0,5280467.0,2640233.5,Web Attack – Brute Force
192.168.10.8,205.174.165.73,192.168.10.8-205.174.165.73-4233-8080-6,4233,8080,6,7/7/2017 11:27,993906,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.11036456,6.036788187,198781.2,271368.3621,499601.0,431.0,993288.0,496644.0,Bot
172.16.0.1,135.113.235.20,172.16.0.1-192.168.10.50-60292-80-6,60292,80,6,2017-07-06 09:38:00,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.02703,74.0,0.0,74.0,74.0,0.0,0.0,Web Attack – Brute Force
172.16.0.1,199.171.183.95,172.16.0.1-192.168.10.50-41653-1721-6,41653,1721,6,7/7/2017 2:52,51,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51.0,51.0,0.0,0.0,PortScan
192.168.10.9,205.174.165.73,192.168.10.9-205.174.165.73-6415-8080-6,6415,8080,6,7/7/2017 12:24,1024501,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.56952897,5.856509657,204900.2,279990.2054,514394.0,370.0,1024038.0,512019.0,Bot
172.16.0.1,227.102.71.57,172.16.0.1-192.168.10.50-50944-80-6,50944,80,6,7/7/2017 4:15,1340426,3,5,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,10220.0,0.0,2321.4,4455.182578,8678.584271,5.968251884,191489.4286,506268.332,1339598.0,1.0,600.0,300.0,DDoS
172.16.0.1,111.83.12.177,172.16.0.1-192.168.10.50-54298-80-6,54298,80,6,5/7/2017 9:49,51067404,4,3,239.0,0.0,231.0,0.0,59.75,114.2289368,0.0,0.0,0.0,0.0,4.680089084,0.137073739,8511234.0,20800000.0,51100000.0,21.0,51100000.0,17000000.0,DoS slowloris
172.16.0.1,1.161.53.116,172.16.0.1-192.168.10.50-59439-80-6,59439,80,6,7/7/2017 4:11,95071788,9,4,62.0,11601.0,20.0,0.0,6.888888889,5.30199124,5840.0,0.0,2900.25,3345.636997,122.6757195,0.136738777,7922649.0,27000000.0,93700000.0,79.0,95100000.0,11900000.0,DDoS
172.16.0.1,15.224.41.118,172.16.0.1-192.168.10.50-38680-80-6,38680,80,6,5/7/2017 10:48,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,DoS Hulk
172.16.0.1,237.49.92.229,172.16.0.1-192.168.10.50-53820-80-6,53820,80,6,5/7/2017 9:55,100000806,2,2,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.15999871,0.039999678,33300000.0,57700000.0,100000000.0,57.0,100000000.0,100000000.0,DoS slowloris
172.16.0.1,36.88.43.173,172.16.0.1-192.168.10.50-54004-80-6,54004,80,6,5/7/2017 9:54,99999361,2,2,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.160001022,0.040000256,33300000.0,57700000.0,100000000.0,84.0,100000000.0,100000000.0,DoS slowloris
192.168.10.8,205.174.165.73,192.168.10.8-205.174.165.73-3444-8080-6,3444,8080,6,7/7/2017 11:13,942145,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,19.10533941,6.368446471,188429.0,257772.8304,496506.0,515.0,941354.0,470677.0,Bot
172.16.0.1,139.196.156.96,172.16.0.1-192.168.10.50-60022-80-6,60022,80,6,7/7/2017 4:11,1451909,3,5,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,2321.4,3173.373883,8012.210132,5.509987196,207415.5714,548462.247,1451211.0,3.0,490.0,245.0,DDoS
172.16.0.1,89.185.22.48,172.16.0.1-192.168.10.51-45022-444-6,45022,444,6,5/7/2017 3:16,119261118,2794,2130,12264.0,7879536.0,4344.0,0.0,4.38940587,83.21163543,13032.0,0.0,3699.312676,2314.906035,66172.44692,41.28755526,24225.29311,152596.5581,995259.0,0.0,119000000.0,42699.91694,Heartbleed
172.16.0.1,104.153.32.174,172.16.0.1-192.168.10.50-53978-80-6,53978,80,6,5/7/2017 10:02,105002249,2,2,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.152377689,0.038094422,35000000.0,60600000.0,105000000.0,28.0,105000000.0,105000000.0,DoS slowloris
192.168.10.15,205.174.165.73,192.168.10.15-205.174.165.73-52165-8080-6,52165,8080,6,7/7/2017 10:08,63096,4,3,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,5404.46304,110.9420565,10516.0,24746.92297,61026.0,49.0,63096.0,21032.0,Bot
172.16.0.1,114.238.80.17,172.16.0.1-192.168.10.50-44438-2000-6,44438,2000,6,7/7/2017 3:08,74,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,81081.08108,27027.02703,74.0,0.0,74.0,74.0,0.0,0.0,PortScan
172.16.0.1,63.196.248.67,172.16.0.1-192.168.10.50-58874-80-6,58874,80,6,5/7/2017 10:54,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,DoS Hulk
172.16.0.1,34.85.46.152,172.16.0.1-192.168.10.50-53894-80-6,53894,80,6,5/7/2017 9:59,99999524,2,2,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.160000762,0.04000019,33300000.0,57700000.0,100000000.0,91.0,100000000.0,100000000.0,DoS slowloris
172.16.0.1,75.148.150.127,172.16.0.1-192.168.10.50-27708-80-6,27708,80,6,7/7/2017 4:06,8324787,4,0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.882956645,0.480492774,2774929.0,4805672.827,8324042.0,319.0,8324787.0,2774929.0,DDoS
172.16.0.1,130.245.55.238,172.16.0.1-192.168.10.50-59034-80-6,59034,80,6,5/7/2017 11:10,10596319,8,6,613.0,11632.0,613.0,0.0,76.625,216.7282284,5840.0,0.0,1938.666667,2380.279871,1155.589974,1.321213527,815101.4615,1992679.216,5590405.0,16.0,5592951.0,798993.0,DoS GoldenEye
172.16.0.1,182.72.72.180,172.16.0.1-192.168.10.50-59030-80-6,59030,80,6,5/7/2017 11:10,9590890,4,5,353.0,3525.0,353.0,0.0,88.25,176.5,2077.0,0.0,705.0,990.6447396,404.3420371,0.938390493,1198861.25,2222123.438,5003998.0,50.0,4586892.0,1528964.0,DoS GoldenEye
172.16.0.1,22.117.139.159,172.16.0.1-192.168.10.50-34038-80-6,34038,80,6,5/7/2017 10:15,108272215,7,3,529.0,0.0,520.0,0.0,75.57142857,196.0032799,0.0,0.0,0.0,0.0,4.88583336,0.092359799,12000000.0,33500000.0,101000000.0,48.0,108000000.0,18000000.0,DoS Slowhttptest
172.16.0.1,28.255.109.226,172.16.0.1-192.168.10.50-34528-80-6,34528,80,6,5/7/2017 10:15,63108362,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110920325,10500000.0,11900000.0,32100000.0,996767.0,63100000.0,10500000.0,DoS Slowhttptest
192.168.10.15,205.174.165.73,192.168.10.15-205.174.165.73-52869-8080-6,52869,8080,6,7/7/2017 10:44,71411,4,3,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,4775.174693,98.02411393,11901.83333,28180.01181,69421.0,20.0,71411.0,23803.66667,Bot
172.16.0.1,232.168.169.36,172.16.0.1-192.168.10.50-52290-21-6,52290,21,6,4/7/2017 9:20,155,2,2,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,90322.58065,25806.45161,51.66666667,43.13158162,88.0,4.0,155.0,155.0,FTP-Patator
172.16.0.1,118.229.146.77,172.16.0.1-192.168.10.50-35410-80-6,35410,80,6,2017-07-06 10:34:00,5365414,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74551563,1788471.333,3096960.265,5364533.0,126.0,5365414.0,2682707.0,Web Attack – XSS
172.16.0.1,158.167.215.119,172.16.0.1-192.168.10.50-47692-1984-6,47692,1984,6,7/7/2017 2:54,32,1,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,187500.0,62500.0,32.0,0.0,32.0,32.0,0.0,0.0,PortScan
172.16.0.1,37.11.225.92,172.16.0.1-192.168.10.50-55294-21-6,55294,21,6,4/7/2017 9:43,9776945,9,15,112.0,188.0,26.0,0.0,12.44444444,10.23610169,34.0,0.0,12.53333333,14.54975045,30.68443159,2.454754527,425084.5652,1109820.896,3640001.0,3.0,7150765.0,893845.625,FTP-Patator
192.168.10.8,205.174.165.73,192.168.10.8-205.174.165.73-4367-8080-6,4367,8080,6,7/7/2017 11:31,997034,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.05354682,6.01784894,199406.8,272145.4864,499450.0,581.0,996269.0,498134.5,Bot
172.16.0.1,208.48.147.219,172.16.0.1-192.168.10.50-37766-80-6,37766,80,6,5/7/2017 10:25,109754359,4,3,365.0,0.0,351.0,0.0,91.25,173.292383,0.0,0.0,0.0,0.0,3.325608234,0.063778788,18300000.0,44800000.0,110000000.0,22.0,110000000.0,36600000.0,DoS Slowhttptest
